store_id,store_name,location,manager_name,sales,region,manager_id
125,Smith-Woodard Store,"37326 Burnett Row Apt. 736, Thomasstad, NM 87187",John Jones,30161.00,South,559
128,Hunter-Williams Store,"Unit 3149 Box 7434, DPO AP 20946",David Johnson,82734.00,Central,70
129,Hogan Inc Store,"837 Parker Gateway, West Wayne, SC 74415",David Brown,32767.00,West,129
135,Mccoy and Sons Store,"Unit 3476 Box 6190, DPO AP 24751",Sarah Davis,11190.00,South,165
139,Williams-Conner Store,"37046 Abigail Road Apt. 877, Murphyhaven, NH 55366",Lisa Jones,83858.00,North,48
144,"Carson, Knight and Lane Store","96965 Patrick Light, Lake Marissabury, MP 65053",David Garcia,82850.00,West,78
145,"Jordan, Collins and Torres Store","319 Wood Brook Suite 652, West Angelaport, WY 04982",Robert Johnson,24376.00,West,65
147,West Group Store,"USCGC Cunningham, FPO AA 50297",Robert Johnson,93452.00,South,65
148,"Huerta, Nguyen and Harrison Store","251 Fuentes Cliffs Apt. 339, South Craig, NY 88109",Jane Miller,47639.00,South,47
153,Turner-Gomez Store,"317 Hall Orchard Apt. 869, Normanchester, ME 06828",Robert Jones,24516.00,West,50
155,"Warner, Bennett and Owens Store","510 Maria Trail, West Austintown, ME 09401",Michael Brown,12472.00,East,155
156,"Turner, Hamilton and Dalton Store","336 Hernandez Ville Apt. 537, Lake Bradleymouth, MI 36212",Robert Brown,17984.00,Central,156
159,Moore-Gonzales Store,"39337 Jocelyn Rue Apt. 576, Melendezshire, IA 52868",Lisa Johnson,53653.00,East,159
165,Rogers-Dunn Store,"17949 Williams Avenue Apt. 997, Phillipschester, ND 62934",Sarah Davis,8496.00,West,165
166,"Williams, Aguilar and Case Store","USCGC Hoffman, FPO AA 34004",Michael Smith,82548.00,West,166
167,Gonzalez-Montgomery Store,"2984 Gray Trafficway Apt. 796, Lake Chelsea, MS 70169",Sarah Smith,70230.00,West,4
168,Coleman-Johnston Store,"3228 Scott Neck, New Carolyn, VT 01198",John Williams,22174.00,Central,392
169,Craig-Carroll Store,"2772 Christopher Knoll Apt. 675, West Mikeberg, IL 05766",John Garcia,31605.00,West,169
171,Thomas PLC Store,"49146 Stephanie Dam, Perezview, OK 16485",Robert Brown,21776.00,East,156
172,Welch Ltd Store,"6364 Kimberly River Apt. 325, Lake Keith, GA 65247",Jane Davis,48913.00,West,172
173,Hodges Ltd Store,"302 Ashley Club Apt. 589, Richardsonhaven, AZ 67681",Lisa Garcia,96218.00,South,859
175,Lawrence and Sons Store,"943 Darrell Run Apt. 730, North Jimmyhaven, ID 63618",John Garcia,64288.00,West,169
179,Russell-Carter Store,"23320 Raymond Villages, South Gary, MA 04606",Jane Miller,43184.00,South,47
183,"Acosta, Estes and Myers Store","87661 Huerta Mill, West Roychester, DC 41501",John Smith,57697.00,Central,54
184,Moreno PLC Store,"68893 Diana Cliff, East Sabrina, AR 74094",Emily Johnson,89492.00,North,230
185,"Summers, Jackson and Mayo Store","65516 Kelly Rapids Suite 317, Jamesville, MA 53684",Emily Brown,17017.00,South,12
186,"Williams, Thomas and Pruitt Store","6079 Sara Ports Suite 024, Harmonside, TN 69774",Robert Brown,57115.00,North,156
188,"Smith, Castillo and Buckley Store","966 Julie Fords, Lewischester, ND 21127",Emily Williams,40169.00,East,188
190,"Evans, Phelps and Buck Store","514 Hernandez Rest, Port Chelseyburgh, GU 49319",Lisa Garcia,32939.00,Central,859
198,"Jordan, Hansen and Wilson Store","30498 Davidson Shoal Apt. 751, Stevenmouth, WI 39349",Michael Brown,6846.00,South,155
199,Petersen LLC Store,"USNS Powell, FPO AP 05556",Emily Davis,22472.00,South,199
200,"Sloan, Jones and Crawford Store","02408 Nelson Mount, South Anna, MI 98285",David Garcia,79946.00,West,78
207,Conway-Velazquez Store,"8677 Sullivan Street Suite 847, Carlaview, WA 59384",Lisa Brown,62323.00,North,27
209,Jones-Tate Store,"2821 David Tunnel, Brentmouth, LA 28436",Emily Smith,56198.00,Central,23
215,"Jones, Gregory and Arias Store","1004 Bailey Stream Apt. 841, East Zachary, RI 24045",Robert Jones,12190.00,Central,50
216,Morales Inc Store,"01737 Cristian Parkway Suite 803, Robertstown, OR 28364",David Davis,74747.00,East,101
218,Rios-Sutton Store,"643 Lopez Circle, Port Danielle, MP 11658",Emily Williams,44362.00,East,188
223,"Benjamin, Harrell and Miller Store","22840 Jeffrey Fords, Anthonytown, TX 85887",Robert Miller,28387.00,South,223
224,Johnson-Parker Store,"210 Amanda Corner, Danatown, NC 73616",David Johnson,3373.00,West,70
228,"Thompson, Chung and Patterson Store","515 Anderson Hollow Suite 556, Port Angela, GA 85559",Robert Miller,67179.00,East,223
229,Ford LLC Store,"907 Young Grove, Fischerfurt, PA 23617",Michael Williams,63155.00,North,229
230,"Savage, Boyd and Davis Store","3427 William River Suite 649, South Laurenland, MD 66695",Emily Johnson,81526.00,Central,230
235,Scott Inc Store,"903 Dylan Springs, South Randy, IA 06130",Jane Jones,51600.00,North,99
244,Cummings PLC Store,"511 Kelly Pass Suite 370, East Kimberly, VA 47681",Jane Smith,59661.00,East,7
248,Cox-Wiggins Store,"434 Andrew Centers, North Dennisfurt, NE 18841",Emily Miller,77086.00,Central,248
254,Larson and Sons Store,"1103 Rachel Wall, Port Jennifer, VI 87001",Jane Miller,17695.00,West,47
255,Sullivan-Bond Store,"80044 Elizabeth Mountain Suite 435, Wongside, MS 90590",Jane Jones,13282.00,Central,99
256,Rose-Lawrence Store,"82556 Diane Common Apt. 305, East Meghan, ME 63025",Sarah Jones,30658.00,South,630
262,"Green, Thomas and Deleon Store","7156 Nicholas Hollow Suite 143, Wallerhaven, NV 85688",Jane Davis,90107.00,West,172
263,Chavez-Rose Store,"3722 Angela Ferry Apt. 806, Blankenshipland, PW 26711",Lisa Brown,53123.00,North,27
264,Bruce PLC Store,"906 Hernandez Center, East Anthony, SD 20414",John Garcia,84720.00,South,169
265,King and Sons Store,"850 Julie Run, Port Michelehaven, PW 08460",Robert Davis,98153.00,West,39
267,Jimenez-Chavez Store,"741 Jennifer Courts, Thomaston, CO 94079",David Brown,50792.00,East,129
268,Mcdonald PLC Store,"015 Kristin Point, Codybury, ND 05214",Sarah Williams,59862.00,East,315
270,Williams-Ross Store,"904 Daniels Prairie Suite 969, Harrisview, OK 06054",Emily Williams,71962.00,Central,188
271,"Huffman, Edwards and Flores Store","85596 Mark Mountains, South Eric, LA 38154",Michael Smith,68706.00,North,166
277,Butler-Tucker Store,"PSC 9169, Box 5198, APO AA 23483",Michael Williams,57209.00,West,229
284,Lucas-Stevens Store,"277 Marissa Ferry, East Larryberg, IL 05405",Sarah Miller,23309.00,South,682
287,Henry Ltd Store,"4427 Lawrence Flat Apt. 855, Lake Lindachester, PA 39822",Lisa Davis,58473.00,South,9
289,Scott PLC Store,"151 Martha Lodge, New Joseph, TX 41527",Sarah Brown,57195.00,Central,289
291,Carroll PLC Store,"Unit 4976 Box 3997, DPO AE 70915",Emily Williams,95790.00,Central,188
295,"Young, Hatfield and Rodriguez Store","35626 Tiffany Parkways, Port Jeffreyton, IA 36262",Lisa Brown,81411.00,East,27
302,"Peterson, Bautista and Parker Store","USCGC Gilbert, FPO AP 63492",Lisa Davis,1249.00,West,9
307,"Roberts, Dominguez and Hendrix Store","36727 Keith Viaduct Apt. 380, West Catherine, MI 09388",Jane Jones,15265.00,Central,99
308,Barrett-Smith Store,"81162 Ruben Dale Suite 837, North Tylermouth, VI 82741",David Brown,4385.00,Central,129
310,Tran LLC Store,"554 John Wells Apt. 604, New Laurashire, ND 32164",Michael Garcia,18149.00,South,117
311,Roman-Merritt Store,"629 Campos Turnpike, New Kevinburgh, MS 49266",John Davis,36008.00,Central,124
312,Best-Houston Store,"47627 Anderson Pine, Beckyshire, FL 11041",Sarah Miller,42664.00,North,682
314,Romero and Sons Store,"907 Christopher Grove, Westtown, OH 52210",David Brown,48566.00,East,129
315,Mueller-Miranda Store,"50471 George Stravenue, Tranchester, MO 51369",Sarah Williams,50290.00,North,315
323,"Swanson, Young and Clarke Store","922 Jo Forges, Lake Craig, AS 46519",John Smith,9136.00,West,54
324,Smith PLC Store,"8685 Christopher Point, Nathanielbury, VT 38988",David Garcia,57644.00,North,78
335,Lopez Inc Store,"426 Chavez Vista Suite 398, Johnsonhaven, FM 51884",David Garcia,84605.00,West,78
338,Sanchez PLC Store,"6362 Andrew Summit Suite 919, New Austinmouth, NY 49436",David Garcia,63297.00,North,78
341,Liu PLC Store,"2584 Gonzalez Run, East Crystalshire, PW 98972",Emily Miller,67067.00,Central,248
342,Abbott Ltd Store,"92353 Alex Shoal, South Allisontown, AR 56970",Lisa Miller,37849.00,South,342
343,Patterson Ltd Store,"4216 James View, Dillonmouth, PA 25014",Sarah Smith,77330.00,North,4
349,"Jones, Mitchell and Nguyen Store","2987 Johnson Ridges Suite 325, Wilsonborough, NM 91224",John Smith,93735.00,North,54
350,"Ward, Barber and Ward Store","92701 Atkinson Corner Suite 566, South Davidtown, AL 10373",Michael Davis,36072.00,West,914
352,Hays PLC Store,"190 Kelly Island, North Alyssafurt, OH 83405",Jane Brown,31036.00,Central,720
3,"Giles, Farmer and Gonzalez Store","USNV Francis, FPO AP 31141",Jane Davis,98234.00,East,172
4,Dawson-Lawson Store,"03211 Ballard Mountains, North Brian, ND 23649",Sarah Smith,63902.00,Central,4
6,"Davis, Torres and Stout Store","5880 Lori Pass Apt. 166, Forbesstad, AR 57380",David Williams,32418.00,Central,6
7,"Dominguez, Henderson and Daniel Store","70298 Williams Drives, East Masonview, MN 84834",Jane Smith,12602.00,West,7
9,Horne Ltd Store,"USNV Farrell, FPO AE 87412",Lisa Davis,40112.00,North,9
12,"Stewart, Alexander and Gomez Store","0506 Lisa Gateway Suite 011, East Erin, VA 46968",Emily Brown,49902.00,South,12
385,Madden-Zamora Store,"48365 Martinez Rapid Suite 853, Lake Tinaview, MN 26627",Emily Davis,66820.00,North,199
386,"Jacobs, Guerrero and Diaz Store","12502 Brown Stravenue Apt. 967, East Michelle, KS 53078",David Miller,71432.00,North,386
389,Diaz-Romero Store,"074 Byrd Pines, South Justinchester, SC 82353",Robert Brown,90529.00,East,156
392,Edwards-Chavez Store,"6809 Kirk Plains, Dustinport, OH 23787",John Williams,9902.00,South,392
395,Warner LLC Store,"692 Fleming Prairie Suite 864, North Barbara, MS 98473",Emily Garcia,82615.00,West,63
397,Miranda PLC Store,"461 Jeffery Springs, Ellisbury, MS 56599",Lisa Williams,78777.00,East,975
398,"Wilkins, Long and Russell Store","414 Ferguson Junction Suite 945, Nelsonfurt, AL 26657",Michael Smith,65637.00,East,166
399,Fleming Ltd Store,"736 David Walks Suite 620, Jordanshire, NJ 79144",Lisa Miller,71712.00,East,342
405,Malone Ltd Store,"9181 Jeremiah Pines Apt. 680, East Jeffrey, LA 28330",Michael Garcia,53251.00,Central,117
406,Lewis and Sons Store,"0247 Smith Centers Suite 619, East Christopherhaven, LA 13803",John Davis,15967.00,West,124
407,Mcmahon-Bowen Store,"37494 Susan Plaza Apt. 208, Stephenbury, IA 84004",Lisa Brown,7894.00,East,27
411,"Benjamin, Love and Mooney Store","8307 Robert Village Apt. 390, Flynnfurt, VA 13492",David Smith,53253.00,West,34
415,Dickerson LLC Store,"7093 Jessica Trail Apt. 495, Yorkchester, NV 35472",Jane Jones,10887.00,North,99
416,"Clark, Ellis and Huang Store","0771 Daniel Centers Apt. 671, West Joshuaberg, MN 64336",Michael Smith,44229.00,North,166
418,Carter-Calderon Store,"2610 Barbara Keys Apt. 783, West Kevinport, WI 97218",Jane Miller,79664.00,East,47
425,Sanchez-Salazar Store,"7921 Felicia Mission Suite 335, North Tanya, AZ 48839",Lisa Miller,46630.00,Central,342
428,"Vargas, Kramer and Harris Store","5102 Donald Ramp Suite 579, Port Rachelport, WI 49857",John Davis,48144.00,East,124
433,Davis Ltd Store,"1430 Ryan Cliffs Suite 076, Reginaborough, NH 06943",Robert Miller,13659.00,West,223
434,"Bates, Adams and Anderson Store","PSC 6410, Box 3504, APO AA 13997",David Davis,79111.00,South,101
435,Mendez PLC Store,"9826 Chen Roads Suite 481, New Lori, MT 97509",Jane Garcia,35125.00,North,44
440,Hanson LLC Store,"24702 Klein Center Apt. 147, Allenberg, NC 83813",Sarah Miller,49447.00,North,682
441,Patrick Ltd Store,"1442 Reynolds Spur Suite 381, Lake Katelynberg, LA 81493",Emily Johnson,99986.00,South,230
442,"Aguilar, Carpenter and Roberts Store","736 Jonathan Springs, Leeborough, ID 92083",Michael Williams,6428.00,North,229
445,"Evans, Dunlap and Robertson Store","229 Robert Islands, Jonesland, MH 83009",Sarah Brown,19809.00,Central,289
446,Reed Group Store,"4571 Richard Plains Suite 949, West Toddtown, AR 98959",John Williams,73859.00,North,392
457,Sweeney-Johnson Store,"173 Webster Springs, South Eric, DC 28049",Robert Brown,83797.00,South,156
460,King Group Store,"90123 Sims Row, Carpenterland, DC 13901",Lisa Smith,47499.00,South,460
462,"Hodge, Malone and Ball Store","5838 Black Wall, East Darren, CT 76590",David Brown,50997.00,West,129
464,Morgan-Jordan Store,"01084 Jonathan Harbors Apt. 277, Lake Christopher, NJ 50166",Sarah Brown,60819.00,North,289
465,"Mitchell, Smith and Miller Store","786 Patricia Trace Suite 318, North Amberville, MP 29030",David Davis,42370.00,East,101
467,Page-Francis Store,"8201 Fox Meadows Suite 344, South Patriciastad, PR 41755",Jane Davis,16273.00,South,172
468,Coleman Group Store,"PSC 9355, Box 2788, APO AE 07097",Robert Williams,57657.00,South,962
469,"Anderson, Greene and Mckinney Store","USNS Andrade, FPO AE 19487",Sarah Williams,24249.00,North,315
473,Hodge-Meadows Store,"5863 Daniel Court, Lake Richard, SC 38028",Sarah Garcia,57010.00,East,110
476,Valdez-Collins Store,"5221 Ochoa Squares, Markberg, MI 59177",Michael Garcia,63291.00,North,117
479,"Miller, Moon and Williams Store","0891 Brian Canyon Suite 157, Alexisside, VI 75070",Michael Garcia,9229.00,East,117
483,Chan Group Store,"068 Kelly Mountains, Mollyland, MI 19561",Lisa Johnson,91245.00,Central,159
485,Camacho-Mccarthy Store,"56316 Mayer Burg Suite 080, East Laura, OH 36679",David Garcia,84808.00,West,78
494,"Brown, Morgan and Conway Store","Unit 9466 Box 3734, DPO AE 91431",Sarah Garcia,54004.00,West,110
495,Lopez-Anderson Store,"15630 Daniel Garden Apt. 510, Kirkbury, IA 43771",Jane Jones,24683.00,Central,99
496,"Fuller, Freeman and Collins Store","381 Massey Green Apt. 756, New Sandraberg, LA 24796",Lisa Brown,51757.00,South,27
499,Hodges Ltd Store,"2167 Brandon Roads Apt. 856, Barronview, MS 91456",Michael Johnson,17003.00,North,499
504,"Duran, Graham and Graham Store","7943 Justin Locks, Lake Garrett, OR 80124",Emily Smith,28568.00,North,23
505,Hinton Ltd Store,"238 Rogers Island, Pamelaland, MD 66086",Robert Davis,85663.00,Central,39
506,Johnson-Lutz Store,"07753 Chapman Locks Apt. 408, Websterburgh, WY 85594",John Williams,4354.00,South,392
521,"Benton, Hicks and Hughes Store","49375 Peter Point Apt. 099, Kellyhaven, IN 33261",Robert Davis,48965.00,South,39
522,"Avila, Williams and Jones Store","757 Sanchez Wall Suite 396, North Kimberly, ME 70430",Michael Williams,97096.00,South,229
524,Hawkins Group Store,"51683 Nathan Pike Suite 328, Port Regina, ND 12605",David Johnson,28845.00,Central,70
535,Stone and Sons Store,"40483 Kenneth Mountains Apt. 312, Heatherchester, AZ 26172",Sarah Brown,65769.00,Central,289
539,Adams-Peters Store,"USNV Thomas, FPO AE 91706",Lisa Williams,64720.00,Central,975
540,Stokes Group Store,"2075 Jerry Streets, Michaelstad, TN 51544",Michael Jones,2598.00,Central,1540
542,Boone Group Store,"80758 Franklin Curve Suite 364, Kyletown, IL 90837",Robert Williams,75285.00,North,962
545,Oneill Inc Store,"3905 Carlson Common Suite 727, Port Karenburgh, DE 93347",David Williams,60695.00,South,6
546,Hamilton LLC Store,"99637 Murray Isle, Goodmanstad, NC 00812",Jane Williams,72464.00,North,546
547,Jones-Lewis Store,"2797 Craig Lock Suite 678, Hollandmouth, CO 92785",Emily Miller,13908.00,West,248
550,"Cox, Mccormick and Miles Store","USNS Wolfe, FPO AA 16205",Lisa Johnson,96035.00,South,159
551,"Oconnor, Mason and Holt Store","Unit 4451 Box 8620, DPO AA 26679",David Brown,65552.00,West,129
552,"Adams, Butler and May Store","56444 Contreras Springs Apt. 951, Carrollberg, SC 73050",Emily Jones,47792.00,North,552
558,"Roberts, Aguilar and Kent Store","Unit 7808 Box 2205, DPO AP 98400",Lisa Brown,12278.00,East,27
559,Blanchard-Graves Store,"120 Shannon Crescent, Katiebury, LA 00530",John Jones,74969.00,West,559
560,Mathis Group Store,"26812 Foley Brooks Apt. 697, East Evanfort, MT 74933",Jane Johnson,94182.00,North,560
561,Bartlett LLC Store,"8243 Christopher Lodge Apt. 000, Markborough, CA 02267",Emily Miller,30192.00,West,248
562,"Ortega, Hall and Johnson Store","9332 Rojas Summit Apt. 906, East Megan, FL 42155",David Garcia,53647.00,West,78
563,Richardson-Cortez Store,"954 Frank Stream, Beardmouth, WA 58959",Robert Davis,94110.00,West,39
564,"Roth, Hancock and Gray Store","3734 Debra Tunnel, Wallacemouth, OK 25790",Michael Jones,66286.00,West,1540
567,Hines-Smith Store,"421 Davis Falls, East Jasonborough, NV 32769",Sarah Garcia,73521.00,East,110
568,"Liu, Armstrong and Garcia Store","139 Douglas Island Suite 116, Smithstad, AS 92266",Robert Brown,90945.00,North,156
569,Webb Ltd Store,"47974 Justin Brook Suite 213, New Mike, MP 80231",Robert Miller,56904.00,North,223
576,"Shields, Solis and Miller Store","7303 Smith Estate, North Catherine, MA 02748",Robert Jones,59102.00,North,50
578,Martinez-Wilson Store,"0586 Wayne Brooks Suite 575, Perkinsmouth, OK 24569",Robert Johnson,97031.00,North,65
579,Cox-Williams Store,"01797 Katherine Village Suite 990, East Veronicabury, ND 23896",Michael Williams,48256.00,Central,229
585,"Chang, White and Simpson Store","164 Scott Keys, Jamesstad, NH 03367",John Garcia,58940.00,South,169
588,Gregory Inc Store,"817 Arellano Ways, Port Daniel, TN 83750",Emily Davis,58508.00,North,199
592,Callahan Group Store,"2112 Sonya Lodge Apt. 189, Montgomerychester, NE 30411",Lisa Smith,6385.00,North,460
593,Murphy Inc Store,"43129 Robinson Fields, South Megan, IL 69990",John Johnson,74817.00,East,593
594,Lucero and Sons Store,"79404 Kathryn Terrace Suite 054, North Amberberg, IN 53322",David Garcia,74997.00,East,78
596,Little-Peterson Store,"85200 Mark Coves Apt. 233, Palmerburgh, VT 48906",Emily Garcia,8027.00,West,63
598,Mcdowell PLC Store,"227 Sarah Well Suite 861, Port Kennethmouth, UT 49044",Michael Miller,34832.00,Central,21
601,Garcia-Reeves Store,"9637 Terry Fork Apt. 719, West Debra, MD 29666",John Williams,58503.00,Central,392
602,"Dawson, Marshall and Bowman Store","4533 Flores Well Apt. 214, Annettetown, VT 37560",Emily Brown,25176.00,North,12
605,Davis-Rocha Store,"1091 Morton Pine Apt. 334, Youngburgh, OH 58902",David Johnson,38292.00,South,70
606,"Yang, Larson and Hall Store","996 Juan Path, Thomasmouth, NV 45234",David Jones,27843.00,Central,606
608,Noble-Hughes Store,"31350 Daniel Stravenue Suite 351, Lake Jenniferville, LA 20086",Emily Williams,28524.00,South,188
619,"Clark, Moore and Wiggins Store","6926 Ortiz Springs Suite 569, Melissaburgh, SD 65924",Emily Miller,16770.00,West,248
622,Cox Inc Store,"3849 Jared Run, Lake Johnville, OK 30024",Jane Miller,83303.00,West,47
625,"Cole, Holt and Kelly Store","37616 David Place, Mooreport, MH 72808",Lisa Johnson,10014.00,North,159
630,"Carey, Smith and Day Store","USNS Wilkerson, FPO AE 73763",Sarah Jones,58945.00,North,630
639,"Frye, Brown and Brown Store","44387 Jensen Mountain, Phillipton, MI 01731",Emily Brown,57264.00,Central,12
641,Mccoy-Fields Store,"21872 Gonzalez Cliff Apt. 281, Lake Christine, MO 28559",Emily Brown,60210.00,East,12
642,"Wise, Parks and Parker Store","1180 Melissa Plain Suite 984, Davidshire, OR 04659",Jane Garcia,27387.00,West,44
645,"Roberts, Johnson and Gaines Store","Unit 0344 Box 4993, DPO AE 50093",Michael Garcia,93031.00,East,117
651,Ellis-Murphy Store,"2511 Lopez Shoals, Lake Larry, OH 74388",Jane Johnson,10955.00,East,560
653,Price-Craig Store,"5824 Benjamin Manor Apt. 328, East Cherylshire, NM 05658",Jane Garcia,31525.00,South,44
657,Irwin Ltd Store,"721 Smith Crescent Suite 062, Lozanoton, NE 16869",John Davis,49340.00,South,124
663,Johnson-Robinson Store,"9585 Gill Course Suite 664, South Howard, VI 93971",Sarah Williams,30597.00,South,315
666,"Petty, Payne and Travis Store","PSC 0866, Box 0743, APO AP 31236",Sarah Johnson,42066.00,West,118
673,Delgado-Welch Store,"PSC 9982, Box 7381, APO AE 15859",Emily Garcia,50421.00,North,63
682,Smith-Anderson Store,"860 Kim Key, East Luis, UT 02504",Sarah Miller,84862.00,North,682
683,Davis LLC Store,"067 Wells Plains, South Kristen, TN 06200",David Garcia,61491.00,Central,78
689,Johnson-Holmes Store,"7228 Tiffany Prairie, Brookeland, AZ 86345",Robert Garcia,13132.00,North,52
694,Scott LLC Store,"47729 Maria Village Apt. 976, Cheyennefurt, UT 77381",Lisa Davis,97210.00,West,9
713,Alexander Group Store,"PSC 5689, Box 4442, APO AE 58892",Sarah Smith,93748.00,West,4
714,Castillo Group Store,"5118 Steele Drives Apt. 474, Rodriguezport, IA 70840",John Williams,22391.00,West,392
716,Dalton-Kennedy Store,"980 Keith Flat, Lake Jeanne, NM 74634",Michael Smith,89342.00,North,166
720,Frey Inc Store,"40214 Rodriguez Stravenue, Garciaborough, CA 26727",Jane Brown,94257.00,North,720
722,Bush-Hogan Store,"7236 Pierce Glens, North Thomas, PR 83564",Lisa Davis,71283.00,North,9
724,Lamb Group Store,"268 Janet Creek, Jenniferberg, DC 47395",Robert Miller,92618.00,Central,223
728,Johnson-Rodriguez Store,"213 Lori Ville, Silvaville, AL 05208",Lisa Brown,20727.00,North,27
732,Taylor and Sons Store,"13437 Lee Cove Suite 795, West Margaret, FM 52712",Sarah Miller,60629.00,North,682
733,Dougherty-Robinson Store,"77836 Rice Landing Apt. 410, Stevenside, UT 73260",Robert Brown,72921.00,West,156
734,Schmidt Group Store,"7273 Parsons Ford Apt. 174, South Erica, UT 33295",Robert Davis,98776.00,South,39
736,Hunt Inc Store,"925 Glover Spring, Port Barbaraport, PA 60126",Robert Johnson,71185.00,East,65
738,Williams-Smith Store,"97233 Brown Fork Apt. 380, Amandamouth, WA 49407",John Miller,82526.00,West,738
741,Gregory-Pierce Store,"942 Michelle Keys Apt. 288, New Jaredview, MS 41823",David Williams,85107.00,Central,6
742,Lee and Sons Store,"71617 Kelly Trace, Marvinview, DE 57694",David Jones,64209.00,North,606
743,Ortiz Inc Store,"317 Dylan Curve, Lake Ryanmouth, AK 92616",John Jones,2417.00,Central,559
746,Randall-Cunningham Store,"2135 Macias Extension, Jeremyview, AL 60896",Michael Smith,78351.00,East,166
748,"Greene, Martin and Hobbs Store","6637 Jonathan Stravenue, Monicaborough, DC 87996",Michael Smith,64227.00,Central,166
749,Barron and Sons Store,"50583 Weeks Avenue Suite 132, North Derrick, PA 36697",Lisa Davis,50920.00,South,9
752,"Clayton, Nelson and Harding Store","682 Jose Cove Suite 098, Millertown, VT 57454",David Smith,2910.00,South,34
753,"Wilson, Snyder and Thompson Store","0093 Kevin Square Apt. 784, North Abigail, HI 02643",Lisa Miller,98611.00,North,342
755,"Cooper, Williams and Clark Store","USCGC Young, FPO AA 39668",Robert Williams,1173.00,West,962
758,Diaz-Carter Store,"80819 Jessica Drive Apt. 250, Yolandamouth, NH 88907",Sarah Davis,3465.00,East,165
760,"Merritt, Stone and Williams Store","0046 Proctor Streets, Cranefort, ME 83263",Emily Miller,72673.00,South,248
764,"Perkins, Wright and Suarez Store","474 Watson River, Keystad, CT 84382",Emily Garcia,30894.00,West,63
766,Scott and Sons Store,"98382 Victoria Islands, Lake Thomas, WI 83162",John Brown,99269.00,North,766
768,Lewis LLC Store,"PSC 9002, Box 4341, APO AE 27663",Emily Garcia,45316.00,West,63
769,"White, Curry and Caldwell Store","09652 Paula Stream Suite 090, New Wanda, IA 79040",Lisa Smith,64331.00,South,460
770,Humphrey-Reese Store,"PSC 2962, Box 2025, APO AA 44010",Lisa Smith,44770.00,South,460
775,Nichols Group Store,"6606 Andrew Island, Port Nicoleshire, CT 76565",David Jones,89965.00,South,606
778,"Williams, Barker and Moore Store","0223 Martin Light, South Alexandramouth, KY 33849",Michael Miller,47704.00,South,21
781,"Gray, Middleton and Alvarado Store","121 Christian Fort Suite 469, Rachelstad, CA 67203",Michael Garcia,86047.00,Central,117
785,"Williams, Hernandez and Hamilton Store","1543 Ibarra Haven Suite 611, Lake Brendatown, WY 39865",Jane Williams,34916.00,Central,546
789,Cruz-Scott Store,"81719 Salas Streets, West Bryan, VT 22115",David Johnson,4455.00,Central,70
791,"Kirby, Wallace and Davis Store","01228 Krista Shoal Suite 805, Gabrielaton, NM 98845",Lisa Brown,90562.00,North,27
792,"Henderson, Sullivan and Allen Store","07581 David Union Suite 839, Port Laura, MP 46596",John Garcia,67506.00,West,169
801,Ferguson-Lozano Store,"USCGC Hayes, FPO AP 69281",John Smith,16730.00,East,54
802,"Williams, Griffin and Gill Store","07614 Turner Pass, Mooneyhaven, WV 33278",Michael Garcia,64469.00,West,117
807,Price-Hall Store,"9981 Rocha Lake Apt. 866, Lake Chadport, MA 95086",Sarah Davis,31092.00,North,165
819,Davis-Crawford Store,"96111 Jennifer Unions Apt. 053, South Samuel, TN 26397",John Williams,82412.00,South,392
823,Campbell-Simmons Store,"7450 Michele Shoal Apt. 501, New Stephanieborough, MO 23806",Robert Garcia,24853.00,West,52
825,Brown-Carney Store,"621 Stephen Inlet Apt. 786, South Karenshire, VI 78085",David Williams,81709.00,West,6
826,Thompson-Townsend Store,"0712 Matthew Heights, South Nancy, CA 12753",John Jones,78059.00,South,559
828,Lewis Inc Store,"070 Jackson Harbors, Port Ann, AK 71022",Sarah Williams,99422.00,South,315
830,"Shaffer, Walker and Delgado Store","594 Danielle Mission Suite 198, Amandastad, MA 15574",Sarah Garcia,44642.00,South,110
832,Frazier LLC Store,"848 Johnson Inlet Suite 571, West Melissaview, KS 78604",John Garcia,49853.00,North,169
833,Walls PLC Store,"466 Bean Route Apt. 058, South Brianton, ND 28025",Sarah Williams,26099.00,Central,315
835,Johnson-Smith Store,"7777 Castillo Turnpike, Lake Christine, VI 33425",John Johnson,91702.00,North,593
836,"Everett, Butler and Taylor Store","4756 Murray Shoals Apt. 592, Clayburgh, FM 81532",Sarah Johnson,23848.00,East,118
839,"Gardner, Sullivan and Johnson Store","63496 Sarah Ranch, Lake Michaelside, MS 38378",Lisa Brown,78515.00,North,27
843,"Kirby, Griffin and Davenport Store","34342 Weaver View Apt. 841, Cunninghamberg, OH 79277",Sarah Brown,99314.00,Central,289
844,Norris Ltd Store,"291 Jack Squares, South Patrick, MH 80473",Sarah Miller,91443.00,North,682
845,"Moore, Cherry and Patterson Store","819 Kathleen Key Apt. 978, West Stephanieside, NM 83969",David Brown,89503.00,East,129
846,"Castillo, White and Bautista Store","750 James Rapid Apt. 762, Alyssaton, OR 49662",John Smith,73158.00,Central,54
847,"Glenn, Bowen and Wheeler Store","714 Rodriguez Highway, Paulport, NV 38420",John Brown,49536.00,Central,766
851,Thompson LLC Store,"1371 Johnson Oval Suite 824, East Aarontown, MS 53815",Jane Brown,99808.00,North,720
852,Paul-Little Store,"401 Taylor Lodge, Lake Richard, OH 95019",Emily Williams,31318.00,West,188
